date,compute_type,customer_segment,compute_hours
2025-04-02,GPU Training,Startup,4638
2025-04-02,GPU Training,Research/Academic,3802
2025-04-02,GPU Inference,Enterprise,18616
2025-04-02,GPU Inference,Mid-Market,10308
2025-04-02,GPU Inference,Startup,7889
2025-04-02,GPU Inference,Research/Academic,1456
2025-04-02,CPU Batch,Enterprise,7721
2025-04-02,CPU Batch,Mid-Market,3923
2025-04-02,CPU Batch,Startup,1235
2025-04-02,CPU Batch,Research/Academic,1752
2025-04-02,CPU Interactive,Enterprise,5595
2025-04-02,CPU Interactive,Mid-Market,3239
2025-04-02,CPU Interactive,Startup,1982
2025-04-02,CPU Interactive,Research/Academic,2913
2025-04-03,GPU Training,Enterprise,22691
2025-04-03,GPU Training,Mid-Market,9305
2025-04-03,GPU Training,Startup,4078
2025-04-03,GPU Training,Research/Academic,4507
2025-04-03,GPU Inference,Enterprise,21167
2025-04-03,GPU Inference,Mid-Market,9421
2025-04-03,GPU Inference,Startup,5605
2025-04-03,GPU Inference,Research/Academic,1776
2025-04-03,CPU Batch,Enterprise,7488
2025-04-03,CPU Batch,Mid-Market,3764
2025-04-03,CPU Batch,Startup,1080
2025-04-03,CPU Batch,Research/Academic,1636
2025-04-03,CPU Interactive,Enterprise,6202
2025-04-03,CPU Interactive,Mid-Market,3219
2025-04-03,CPU Interactive,Startup,2522
2025-04-03,CPU Interactive,Research/Academic,3222
2025-04-04,GPU Training,Enterprise,21869
2025-04-04,GPU Training,Mid-Market,7992
2025-04-04,GPU Training,Startup,4312
2025-04-04,GPU Training,Research/Academic,4117
2025-04-04,GPU Inference,Enterprise,19584
2025-04-04,GPU Inference,Mid-Market,9303
2025-04-04,GPU Inference,Startup,7765
2025-04-04,GPU Inference,Research/Academic,1633
2025-04-04,CPU Batch,Enterprise,7270
2025-04-04,CPU Batch,Mid-Market,3592
2025-04-04,CPU Batch,Startup,1023
2025-04-04,CPU Batch,Research/Academic,1613
2025-04-04,CPU Interactive,Enterprise,5523
2025-04-04,CPU Interactive,Mid-Market,3176
2025-04-04,CPU Interactive,Startup,1679
2025-04-04,CPU Interactive,Research/Academic,2696
2025-04-05,GPU Training,Enterprise,16641
2025-04-05,GPU Training,Mid-Market,6621
2025-04-05,GPU Training,Startup,2886
2025-04-05,GPU Training,Research/Academic,2839
2025-04-05,GPU Inference,Enterprise,12446
2025-04-05,GPU Inference,Mid-Market,6861
2025-04-05,GPU Inference,Startup,5223
2025-04-05,GPU Inference,Research/Academic,1034
2025-04-05,CPU Batch,Enterprise,4872
2025-04-05,CPU Batch,Mid-Market,2807
2025-04-05,CPU Batch,Startup,667
2025-04-05,CPU Batch,Research/Academic,1025
2025-04-05,CPU Interactive,Enterprise,3125
2025-04-05,CPU Interactive,Mid-Market,1616
2025-04-05,CPU Interactive,Startup,1184
2025-04-05,CPU Interactive,Research/Academic,1614
2025-04-06,GPU Training,Enterprise,15814
2025-04-06,GPU Training,Mid-Market,5735
2025-04-06,GPU Training,Startup,3189
2025-04-06,GPU Training,Research/Academic,3024
2025-04-06,GPU Inference,Enterprise,12429
2025-04-06,GPU Inference,Mid-Market,5519
2025-04-06,GPU Inference,Startup,5634
2025-04-06,GPU Inference,Research/Academic,956
2025-04-06,CPU Batch,Enterprise,4095
2025-04-06,CPU Batch,Mid-Market,2198
2025-04-06,CPU Batch,Startup,713
2025-04-06,CPU Batch,Research/Academic,981
2025-04-06,CPU Interactive,Enterprise,2538
2025-04-06,CPU Interactive,Mid-Market,1470
2025-04-06,CPU Interactive,Startup,958
2025-04-06,CPU Interactive,Research/Academic,1287
2025-04-07,GPU Training,Enterprise,2054
2025-04-07,GPU Training,Mid-Market,807
2025-04-07,GPU Training,Startup,382
2025-04-07,GPU Training,Research/Academic,329
2025-04-07,GPU Inference,Enterprise,1896
2025-04-07,GPU Inference,Mid-Market,893
2025-04-07,GPU Inference,Startup,899
2025-04-07,GPU Inference,Research/Academic,135
2025-04-07,CPU Batch,Enterprise,7126
2025-04-07,CPU Batch,Mid-Market,3602
2025-04-07,CPU Batch,Startup,976
2025-04-07,CPU Batch,Research/Academic,1537
2025-04-07,CPU Interactive,Enterprise,5506
2025-04-07,CPU Interactive,Mid-Market,2802
2025-04-07,CPU Interactive,Startup,1715
2025-04-07,CPU Interactive,Research/Academic,2328
2025-04-08,GPU Training,Enterprise,2072
2025-04-08,GPU Training,Mid-Market,794
2025-04-08,GPU Training,Startup,375
2025-04-08,GPU Training,Research/Academic,379
2025-04-08,GPU Inference,Enterprise,1759
2025-04-08,GPU Inference,Mid-Market,965
2025-04-08,GPU Inference,Startup,884
2025-04-08,GPU Inference,Research/Academic,181
2025-04-08,CPU Batch,Enterprise,6852
2025-04-08,CPU Batch,Mid-Market,3683
2025-04-08,CPU Batch,Startup,1020
2025-04-08,CPU Batch,Research/Academic,1664
2025-04-08,CPU Interactive,Enterprise,5278
2025-04-08,CPU Interactive,Mid-Market,3372
2025-04-08,CPU Interactive,Startup,2049
2025-04-08,CPU Interactive,Research/Academic,2882
2025-04-09,GPU Training,Enterprise,18192
2025-04-09,GPU Training,Mid-Market,6331
2025-04-09,GPU Training,Startup,3269
2025-04-09,GPU Training,Research/Academic,2793
2025-04-09,GPU Inference,Enterprise,13773
2025-04-09,GPU Inference,Mid-Market,7030
2025-04-09,GPU Inference,Startup,7675
2025-04-09,GPU Inference,Research/Academic,1263
2025-04-09,CPU Batch,Enterprise,7688
2025-04-09,CPU Batch,Mid-Market,3743
2025-04-09,CPU Batch,Startup,1297
2025-04-09,CPU Batch,Research/Academic,1518
2025-04-09,CPU Interactive,Enterprise,5400
2025-04-09,CPU Interactive,Mid-Market,2991
2025-04-09,CPU Interactive,Startup,2674
2025-04-09,CPU Interactive,Research/Academic,3514
2025-04-10,GPU Training,Enterprise,19825
2025-04-10,GPU Training,Mid-Market,7151
2025-04-10,GPU Training,Startup,3028
2025-04-10,GPU Training,Research/Academic,3528
2025-04-10,GPU Inference,Enterprise,17326
2025-04-10,GPU Inference,Mid-Market,9177
2025-04-10,GPU Inference,Startup,7797
2025-04-10,GPU Inference,Research/Academic,1397
2025-04-10,CPU Batch,Enterprise,7777
2025-04-10,CPU Batch,Mid-Market,3817
2025-04-10,CPU Batch,Startup,1240
2025-04-10,CPU Batch,Research/Academic,1625
2025-04-10,CPU Interactive,Enterprise,6016
2025-04-10,CPU Interactive,Mid-Market,3281
2025-04-10,CPU Interactive,Startup,2191
2025-04-10,CPU Interactive,Research/Academic,3304
2025-04-11,GPU Training,Enterprise,20894
2025-04-11,GPU Training,Mid-Market,7671
2025-04-11,GPU Training,Startup,3936
2025-04-11,GPU Training,Research/Academic,3441
2025-04-11,GPU Inference,Enterprise,18657
2025-04-11,GPU Inference,Mid-Market,9322
2025-04-11,GPU Inference,Startup,9018
2025-04-11,GPU Inference,Research/Academic,1581
2025-04-11,CPU Batch,Enterprise,7708
2025-04-11,CPU Batch,Mid-Market,3983
2025-04-11,CPU Batch,Startup,1061
2025-04-11,CPU Batch,Research/Academic,1663
2025-04-11,CPU Interactive,Enterprise,5554
2025-04-11,CPU Interactive,Mid-Market,3173
2025-04-11,CPU Interactive,Startup,1955
2025-04-11,CPU Interactive,Research/Academic,2482
2025-04-12,GPU Training,Enterprise,15836
2025-04-12,GPU Training,Mid-Market,6160
2025-04-12,GPU Training,Startup,2342
2025-04-12,GPU Training,Research/Academic,3398
2025-04-12,GPU Inference,Enterprise,13591
2025-04-12,GPU Inference,Mid-Market,6407
2025-04-12,GPU Inference,Startup,4724
2025-04-12,GPU Inference,Research/Academic,1186
2025-04-12,CPU Batch,Enterprise,4718
2025-04-12,CPU Batch,Mid-Market,2422
2025-04-12,CPU Batch,Startup,688
2025-04-12,CPU Batch,Research/Academic,1107
2025-04-12,CPU Interactive,Enterprise,3056
2025-04-12,CPU Interactive,Mid-Market,1754
2025-04-12,CPU Interactive,Startup,1244
2025-04-12,CPU Interactive,Research/Academic,1564
2025-04-13,GPU Training,Enterprise,16577
2025-04-13,GPU Training,Mid-Market,5642
2025-04-13,GPU Training,Startup,2339
2025-04-13,GPU Training,Research/Academic,2616
2025-04-13,GPU Inference,Enterprise,11613
2025-04-13,GPU Inference,Mid-Market,5794
2025-04-13,GPU Inference,Startup,4351
2025-04-13,GPU Inference,Research/Academic,951
2025-04-13,CPU Batch,Enterprise,4335
2025-04-13,CPU Batch,Mid-Market,2514
2025-04-13,CPU Batch,Startup,526
2025-04-13,CPU Batch,Research/Academic,848
2025-04-13,CPU Interactive,Enterprise,2491
2025-04-13,CPU Interactive,Mid-Market,1468
2025-04-13,CPU Interactive,Startup,924
2025-04-13,CPU Interactive,Research/Academic,1273
2025-04-14,GPU Training,Enterprise,21850
2025-04-14,GPU Training,Mid-Market,8438
2025-04-14,GPU Training,Startup,3877
2025-04-14,GPU Training,Research/Academic,3449
2025-04-14,GPU Inference,Enterprise,18673
2025-04-14,GPU Inference,Mid-Market,9179
2025-04-14,GPU Inference,Startup,7311
2025-04-14,GPU Inference,Research/Academic,1458
2025-04-14,CPU Batch,Enterprise,7463
2025-04-14,CPU Batch,Mid-Market,3859
2025-04-14,CPU Batch,Startup,1246
2025-04-14,CPU Batch,Research/Academic,1779
2025-04-14,CPU Interactive,Enterprise,5240
2025-04-14,CPU Interactive,Mid-Market,2687
2025-04-14,CPU Interactive,Startup,2147
2025-04-14,CPU Interactive,Research/Academic,2800
2025-04-15,GPU Training,Enterprise,24758
2025-04-15,GPU Training,Mid-Market,8476
2025-04-15,GPU Training,Startup,4442
2025-04-15,GPU Training,Research/Academic,3957
2025-04-15,GPU Inference,Enterprise,19340
2025-04-15,GPU Inference,Mid-Market,9634
2025-04-15,GPU Inference,Startup,8201
2025-04-15,GPU Inference,Research/Academic,1663
2025-04-15,CPU Batch,Enterprise,7755
2025-04-15,CPU Batch,Mid-Market,3990
2025-04-15,CPU Batch,Startup,1072
2025-04-15,CPU Batch,Research/Academic,1604
2025-04-15,CPU Interactive,Enterprise,5272
2025-04-15,CPU Interactive,Mid-Market,3380
2025-04-15,CPU Interactive,Startup,1920
2025-04-15,CPU Interactive,Research/Academic,3148
2025-04-16,GPU Training,Enterprise,23648
2025-04-16,GPU Training,Mid-Market,8883
2025-04-16,GPU Training,Startup,4225
2025-04-16,GPU Training,Research/Academic,3804
2025-04-16,GPU Inference,Enterprise,19234
2025-04-16,GPU Inference,Mid-Market,11405
2025-04-16,GPU Inference,Startup,8271
2025-04-16,GPU Inference,Research/Academic,1796
2025-04-16,CPU Batch,Enterprise,8053
2025-04-16,CPU Batch,Mid-Market,3904
2025-04-16,CPU Batch,Startup,1227
2025-04-16,CPU Batch,Research/Academic,1699
2025-04-16,CPU Interactive,Enterprise,5506
2025-04-16,CPU Interactive,Mid-Market,3082
2025-04-16,CPU Interactive,Startup,2281
2025-04-16,CPU Interactive,Research/Academic,2904
2025-04-17,GPU Training,Enterprise,23102
2025-04-17,GPU Training,Mid-Market,8599
2025-04-17,GPU Training,Startup,5527
2025-04-17,GPU Training,Research/Academic,3499
2025-04-17,GPU Inference,Enterprise,20421
2025-04-17,GPU Inference,Mid-Market,9941
2025-04-17,GPU Inference,Startup,7569
2025-04-17,GPU Inference,Research/Academic,1606
2025-04-17,CPU Batch,Enterprise,7827
2025-04-17,CPU Batch,Mid-Market,4229
2025-04-17,CPU Batch,Startup,1193
2025-04-17,CPU Batch,Research/Academic,1848
2025-04-17,CPU Interactive,Enterprise,6232
2025-04-17,CPU Interactive,Mid-Market,3396
2025-04-17,CPU Interactive,Startup,2046
2025-04-17,CPU Interactive,Research/Academic,3229
2025-04-18,GPU Training,Enterprise,22807
2025-04-18,GPU Training,Mid-Market,7855
2025-04-18,GPU Training,Startup,3396
2025-04-18,GPU Training,Research/Academic,3291
2025-04-18,GPU Inference,Enterprise,19163
2025-04-18,GPU Inference,Mid-Market,9868
2025-04-18,GPU Inference,Startup,6778
2025-04-18,GPU Inference,Research/Academic,1704
2025-04-18,CPU Batch,Enterprise,7457
2025-04-18,CPU Batch,Mid-Market,4296
2025-04-18,CPU Batch,Startup,1187
2025-04-18,CPU Batch,Research/Academic,1512
2025-04-18,CPU Interactive,Enterprise,5511
2025-04-18,CPU Interactive,Mid-Market,3071
2025-04-18,CPU Interactive,Startup,1869
2025-04-18,CPU Interactive,Research/Academic,2525
2025-04-19,GPU Training,Enterprise,17114
2025-04-19,GPU Training,Mid-Market,5913
2025-04-19,GPU Training,Startup,3578
2025-04-19,GPU Training,Research/Academic,2854
2025-04-19,GPU Inference,Enterprise,14328
2025-04-19,GPU Inference,Mid-Market,5831
2025-04-19,GPU Inference,Startup,5559
2025-04-19,GPU Inference,Research/Academic,1229
2025-04-19,CPU Batch,Enterprise,4769
2025-04-19,CPU Batch,Mid-Market,2578
2025-04-19,CPU Batch,Startup,721
2025-04-19,CPU Batch,Research/Academic,1039
2025-04-19,CPU Interactive,Enterprise,3019
2025-04-19,CPU Interactive,Mid-Market,1479
2025-04-19,CPU Interactive,Startup,1089
2025-04-19,CPU Interactive,Research/Academic,1632
2025-04-20,GPU Training,Enterprise,15854
2025-04-20,GPU Training,Mid-Market,5548
2025-04-20,GPU Training,Startup,3322
2025-04-20,GPU Training,Research/Academic,2931
2025-04-20,GPU Inference,Enterprise,11593
2025-04-20,GPU Inference,Mid-Market,5586
2025-04-20,GPU Inference,Startup,4414
2025-04-20,GPU Inference,Research/Academic,1034
2025-04-20,CPU Batch,Enterprise,4284
2025-04-20,CPU Batch,Mid-Market,2363
2025-04-20,CPU Batch,Startup,624
2025-04-20,CPU Batch,Research/Academic,874
2025-04-20,CPU Interactive,Enterprise,2675
2025-04-20,CPU Interactive,Mid-Market,1344
2025-04-20,CPU Interactive,Startup,973
2025-04-20,CPU Interactive,Research/Academic,1193
2025-04-21,GPU Training,Enterprise,20855
2025-04-21,GPU Training,Mid-Market,8523
2025-04-21,GPU Training,Startup,3596
2025-04-21,GPU Training,Research/Academic,3936
2025-04-21,GPU Inference,Enterprise,16957
2025-04-21,GPU Inference,Mid-Market,9061
2025-04-21,GPU Inference,Startup,7471
2025-04-21,GPU Inference,Research/Academic,1751
2025-04-21,CPU Batch,Enterprise,6877
2025-04-21,CPU Batch,Mid-Market,3984
2025-04-21,CPU Batch,Startup,1254
2025-04-21,CPU Batch,Research/Academic,1510
2025-04-21,CPU Interactive,Enterprise,5083
2025-04-21,CPU Interactive,Mid-Market,2823
2025-04-21,CPU Interactive,Startup,1595
2025-04-21,CPU Interactive,Research/Academic,2604
2025-04-22,GPU Training,Enterprise,23592
2025-04-22,GPU Training,Mid-Market,8657
2025-04-22,GPU Training,Startup,4043
2025-04-22,GPU Training,Research/Academic,3908
2025-04-22,GPU Inference,Enterprise,20027
2025-04-22,GPU Inference,Mid-Market,10458
2025-04-22,GPU Inference,Startup,7505
2025-04-22,GPU Inference,Research/Academic,1809
2025-04-22,CPU Batch,Enterprise,7821
2025-04-22,CPU Batch,Mid-Market,4105
2025-04-22,CPU Batch,Startup,1028
2025-04-22,CPU Batch,Research/Academic,1518
2025-04-22,CPU Interactive,Enterprise,5502
2025-04-22,CPU Interactive,Mid-Market,3033
2025-04-22,CPU Interactive,Startup,1665
2025-04-22,CPU Interactive,Research/Academic,3035
2025-04-23,GPU Training,Enterprise,24744
2025-04-23,GPU Training,Mid-Market,9111
2025-04-23,GPU Training,Startup,3984
2025-04-23,GPU Training,Research/Academic,3808
2025-04-23,GPU Inference,Enterprise,20391
2025-04-23,GPU Inference,Mid-Market,10097
2025-04-23,GPU Inference,Startup,8720
2025-04-23,GPU Inference,Research/Academic,1727
2025-04-23,CPU Batch,Enterprise,7975
2025-04-23,CPU Batch,Mid-Market,3721
2025-04-23,CPU Batch,Startup,1202
2025-04-23,CPU Batch,Research/Academic,1646
2025-04-23,CPU Interactive,Enterprise,5760
2025-04-23,CPU Interactive,Mid-Market,3329
2025-04-23,CPU Interactive,Startup,2402
2025-04-23,CPU Interactive,Research/Academic,3384
2025-04-24,GPU Training,Enterprise,23922
2025-04-24,GPU Training,Mid-Market,8692
2025-04-24,GPU Training,Startup,4197
2025-04-24,GPU Training,Research/Academic,3533
2025-04-24,GPU Inference,Enterprise,21280
2025-04-24,GPU Inference,Mid-Market,9992
2025-04-24,GPU Inference,Startup,8803
2025-04-24,GPU Inference,Research/Academic,1739
2025-04-24,CPU Batch,Enterprise,7265
2025-04-24,CPU Batch,Mid-Market,3777
2025-04-24,CPU Batch,Startup,1410
2025-04-24,CPU Batch,Research/Academic,1734
2025-04-24,CPU Interactive,Enterprise,5804
2025-04-24,CPU Interactive,Mid-Market,3191
2025-04-24,CPU Interactive,Startup,2501
2025-04-24,CPU Interactive,Research/Academic,3348
2025-04-25,GPU Training,Enterprise,21185
2025-04-25,GPU Training,Mid-Market,9382
2025-04-25,GPU Training,Startup,4643
2025-04-25,GPU Training,Research/Academic,3829
2025-04-25,GPU Inference,Enterprise,18361
2025-04-25,GPU Inference,Mid-Market,10508
2025-04-25,GPU Inference,Startup,8382
2025-04-25,GPU Inference,Research/Academic,1398
2025-04-25,CPU Batch,Enterprise,7357
2025-04-25,CPU Batch,Mid-Market,4878
2025-04-25,CPU Batch,Startup,1141
2025-04-25,CPU Batch,Research/Academic,1553
2025-04-25,CPU Interactive,Enterprise,5212
2025-04-25,CPU Interactive,Mid-Market,3329
2025-04-25,CPU Interactive,Startup,2221
2025-04-25,CPU Interactive,Research/Academic,3175
2025-04-26,GPU Training,Enterprise,17298
2025-04-26,GPU Training,Mid-Market,6967
2025-04-26,GPU Training,Startup,2849
2025-04-26,GPU Training,Research/Academic,2992
2025-04-26,GPU Inference,Enterprise,13632
2025-04-26,GPU Inference,Mid-Market,7527
2025-04-26,GPU Inference,Startup,5760
2025-04-26,GPU Inference,Research/Academic,1045
2025-04-26,CPU Batch,Enterprise,4965
2025-04-26,CPU Batch,Mid-Market,2324
2025-04-26,CPU Batch,Startup,575
2025-04-26,CPU Batch,Research/Academic,1174
2025-04-26,CPU Interactive,Enterprise,2954
2025-04-26,CPU Interactive,Mid-Market,1596
2025-04-26,CPU Interactive,Startup,1225
2025-04-26,CPU Interactive,Research/Academic,1753
2025-04-27,GPU Training,Enterprise,16415
2025-04-27,GPU Training,Mid-Market,6853
2025-04-27,GPU Training,Startup,3145
2025-04-27,GPU Training,Research/Academic,2838
2025-04-27,GPU Inference,Enterprise,12297
2025-04-27,GPU Inference,Mid-Market,5645
2025-04-27,GPU Inference,Startup,5624
2025-04-27,GPU Inference,Research/Academic,816
2025-04-27,CPU Batch,Enterprise,4147
2025-04-27,CPU Batch,Mid-Market,2245
2025-04-27,CPU Batch,Startup,593
2025-04-27,CPU Batch,Research/Academic,908
2025-04-27,CPU Interactive,Enterprise,2784
2025-04-27,CPU Interactive,Mid-Market,1515
2025-04-27,CPU Interactive,Startup,881
2025-04-27,CPU Interactive,Research/Academic,1302
2025-04-28,GPU Training,Enterprise,20371
2025-04-28,GPU Training,Mid-Market,8395
2025-04-28,GPU Training,Startup,3835
2025-04-28,GPU Training,Research/Academic,3156
2025-04-28,GPU Inference,Enterprise,18834
2025-04-28,GPU Inference,Mid-Market,9814
2025-04-28,GPU Inference,Startup,8676
2025-04-28,GPU Inference,Research/Academic,1518
2025-04-28,CPU Batch,Enterprise,7113
2025-04-28,CPU Batch,Mid-Market,4380
2025-04-28,CPU Batch,Startup,1109
2025-04-28,CPU Batch,Research/Academic,1696
2025-04-28,CPU Interactive,Enterprise,5064
2025-04-28,CPU Interactive,Mid-Market,2944
2025-04-28,CPU Interactive,Startup,1608
2025-04-28,CPU Interactive,Research/Academic,2605
2025-04-29,GPU Training,Enterprise,21464
2025-04-29,GPU Training,Mid-Market,8050
2025-04-29,GPU Training,Startup,4827
2025-04-29,GPU Training,Research/Academic,3694
2025-04-29,GPU Inference,Enterprise,20292
2025-04-29,GPU Inference,Mid-Market,11128
2025-04-29,GPU Inference,Startup,8105
2025-04-29,GPU Inference,Research/Academic,1737
2025-04-29,CPU Batch,Enterprise,7594
2025-04-29,CPU Batch,Mid-Market,3957
2025-04-29,CPU Batch,Startup,1249
2025-04-29,CPU Batch,Research/Academic,1910
2025-04-29,CPU Interactive,Enterprise,5450
2025-04-29,CPU Interactive,Mid-Market,2835
2025-04-29,CPU Interactive,Startup,1832
2025-04-29,CPU Interactive,Research/Academic,3162
2025-04-30,GPU Training,Enterprise,24707
2025-04-30,GPU Training,Mid-Market,8481
2025-04-30,GPU Training,Startup,3373
2025-04-30,GPU Training,Research/Academic,3852
2025-04-30,GPU Inference,Enterprise,20753
2025-04-30,GPU Inference,Mid-Market,10259
2025-04-30,GPU Inference,Startup,8563
2025-04-30,GPU Inference,Research/Academic,1583
2025-04-30,CPU Batch,Enterprise,7965
2025-04-30,CPU Batch,Mid-Market,4136
2025-04-30,CPU Batch,Startup,1260
2025-04-30,CPU Batch,Research/Academic,1717
2025-04-30,CPU Interactive,Enterprise,5923
2025-04-30,CPU Interactive,Mid-Market,3248
2025-04-30,CPU Interactive,Startup,1921
2025-04-30,CPU Interactive,Research/Academic,3120
2025-05-01,GPU Training,Enterprise,24890
2025-05-01,GPU Training,Mid-Market,9751
2025-05-01,GPU Training,Startup,4680
2025-05-01,GPU Training,Research/Academic,3841
2025-05-01,GPU Inference,Enterprise,20078
2025-05-01,GPU Inference,Mid-Market,10216
2025-05-01,GPU Inference,Startup,8764
2025-05-01,GPU Inference,Research/Academic,1669
2025-05-01,CPU Batch,Enterprise,7464
2025-05-01,CPU Batch,Mid-Market,3809
2025-05-01,CPU Batch,Startup,932
2025-05-01,CPU Batch,Research/Academic,1348
2025-05-01,CPU Interactive,Enterprise,6048
2025-05-01,CPU Interactive,Mid-Market,3879
2025-05-01,CPU Interactive,Startup,2794
2025-05-01,CPU Interactive,Research/Academic,2935
2025-05-02,GPU Training,Enterprise,23173
2025-05-02,GPU Training,Mid-Market,7755
2025-05-02,GPU Training,Startup,3635
2025-05-02,GPU Training,Research/Academic,3600
2025-05-02,GPU Inference,Enterprise,19624
2025-05-02,GPU Inference,Mid-Market,9931
2025-05-02,GPU Inference,Startup,8438
2025-05-02,GPU Inference,Research/Academic,1695
2025-05-02,CPU Batch,Enterprise,7491
2025-05-02,CPU Batch,Mid-Market,4019
2025-05-02,CPU Batch,Startup,1023
2025-05-02,CPU Batch,Research/Academic,1511
2025-05-02,CPU Interactive,Enterprise,5230
2025-05-02,CPU Interactive,Mid-Market,3152
2025-05-02,CPU Interactive,Startup,1976
2025-05-02,CPU Interactive,Research/Academic,2495
2025-05-03,GPU Training,Enterprise,17518
2025-05-03,GPU Training,Mid-Market,6004
2025-05-03,GPU Training,Startup,3961
2025-05-03,GPU Training,Research/Academic,2882
2025-05-03,GPU Inference,Enterprise,14240
2025-05-03,GPU Inference,Mid-Market,7599
2025-05-03,GPU Inference,Startup,5113
2025-05-03,GPU Inference,Research/Academic,1131
2025-05-03,CPU Batch,Enterprise,5176
2025-05-03,CPU Batch,Mid-Market,2695
2025-05-03,CPU Batch,Startup,812
2025-05-03,CPU Batch,Research/Academic,1009
2025-05-03,CPU Interactive,Enterprise,3137
2025-05-03,CPU Interactive,Mid-Market,1609
2025-05-03,CPU Interactive,Startup,1186
2025-05-03,CPU Interactive,Research/Academic,1723
2025-05-04,GPU Training,Enterprise,16922
2025-05-04,GPU Training,Mid-Market,6300
2025-05-04,GPU Training,Startup,3291
2025-05-04,GPU Training,Research/Academic,2991
2025-05-04,GPU Inference,Enterprise,13296
2025-05-04,GPU Inference,Mid-Market,6351
2025-05-04,GPU Inference,Startup,5289
2025-05-04,GPU Inference,Research/Academic,1094
2025-05-04,CPU Batch,Enterprise,4257
2025-05-04,CPU Batch,Mid-Market,2088
2025-05-04,CPU Batch,Startup,708
2025-05-04,CPU Batch,Research/Academic,946
2025-05-04,CPU Interactive,Enterprise,2522
2025-05-04,CPU Interactive,Mid-Market,1487
2025-05-04,CPU Interactive,Startup,1165
2025-05-04,CPU Interactive,Research/Academic,1212
2025-05-05,GPU Training,Enterprise,22900
2025-05-05,GPU Training,Mid-Market,6870
2025-05-05,GPU Training,Startup,3876
2025-05-05,GPU Training,Research/Academic,4375
2025-05-05,GPU Inference,Enterprise,19037
2025-05-05,GPU Inference,Mid-Market,9869
2025-05-05,GPU Inference,Startup,8760
2025-05-05,GPU Inference,Research/Academic,1362
2025-05-05,CPU Batch,Enterprise,7403
2025-05-05,CPU Batch,Mid-Market,3916
2025-05-05,CPU Batch,Startup,1419
2025-05-05,CPU Batch,Research/Academic,1481
2025-05-05,CPU Interactive,Enterprise,5215
2025-05-05,CPU Interactive,Mid-Market,2693
2025-05-05,CPU Interactive,Startup,1735
2025-05-05,CPU Interactive,Research/Academic,3022
2025-05-06,GPU Training,Enterprise,23122
2025-05-06,GPU Training,Mid-Market,8294
2025-05-06,GPU Training,Startup,4018
2025-05-06,GPU Training,Research/Academic,3791
2025-05-06,GPU Inference,Enterprise,19895
2025-05-06,GPU Inference,Mid-Market,9439
2025-05-06,GPU Inference,Startup,8152
2025-05-06,GPU Inference,Research/Academic,1595
2025-05-06,CPU Batch,Enterprise,7374
2025-05-06,CPU Batch,Mid-Market,4059
2025-05-06,CPU Batch,Startup,1203
2025-05-06,CPU Batch,Research/Academic,1610
2025-05-06,CPU Interactive,Enterprise,5688
2025-05-06,CPU Interactive,Mid-Market,3611
2025-05-06,CPU Interactive,Startup,2738
2025-05-06,CPU Interactive,Research/Academic,2741
2025-05-07,GPU Training,Enterprise,23345
2025-05-07,GPU Training,Mid-Market,8395
2025-05-07,GPU Training,Startup,5091
2025-05-07,GPU Training,Research/Academic,4025
2025-05-07,GPU Inference,Enterprise,21079
2025-05-07,GPU Inference,Mid-Market,12216
2025-05-07,GPU Inference,Startup,8655
2025-05-07,GPU Inference,Research/Academic,1787
2025-05-07,CPU Batch,Enterprise,7985
2025-05-07,CPU Batch,Mid-Market,3964
2025-05-07,CPU Batch,Startup,1366
2025-05-07,CPU Batch,Research/Academic,1618
2025-05-07,CPU Interactive,Enterprise,6262
2025-05-07,CPU Interactive,Mid-Market,3092
2025-05-07,CPU Interactive,Startup,2080
2025-05-07,CPU Interactive,Research/Academic,2836
2025-05-08,GPU Training,Enterprise,23352
2025-05-08,GPU Training,Mid-Market,8783
2025-05-08,GPU Training,Startup,3354
2025-05-08,GPU Training,Research/Academic,4080
2025-05-08,GPU Inference,Enterprise,20480
2025-05-08,GPU Inference,Mid-Market,11242
2025-05-08,GPU Inference,Startup,9135
2025-05-08,GPU Inference,Research/Academic,1597
2025-05-08,CPU Batch,Enterprise,7680
2025-05-08,CPU Batch,Mid-Market,4065
2025-05-08,CPU Batch,Startup,1438
2025-05-08,CPU Batch,Research/Academic,1621
2025-05-08,CPU Interactive,Enterprise,5924
2025-05-08,CPU Interactive,Mid-Market,3058
2025-05-08,CPU Interactive,Startup,1895
2025-05-08,CPU Interactive,Research/Academic,3256
2025-05-09,GPU Training,Enterprise,23334
2025-05-09,GPU Training,Mid-Market,9458
2025-05-09,GPU Training,Startup,4862
2025-05-09,GPU Training,Research/Academic,4807
2025-05-09,GPU Inference,Enterprise,19896
2025-05-09,GPU Inference,Mid-Market,9975
2025-05-09,GPU Inference,Startup,7098
2025-05-09,GPU Inference,Research/Academic,1705
2025-05-09,CPU Batch,Enterprise,7643
2025-05-09,CPU Batch,Mid-Market,4207
2025-05-09,CPU Batch,Startup,1021
2025-05-09,CPU Batch,Research/Academic,1732
2025-05-09,CPU Interactive,Enterprise,5615
2025-05-09,CPU Interactive,Mid-Market,3053
2025-05-09,CPU Interactive,Startup,1905
2025-05-09,CPU Interactive,Research/Academic,3191
2025-05-10,GPU Training,Enterprise,19155
2025-05-10,GPU Training,Mid-Market,6100
2025-05-10,GPU Training,Startup,3569
